fall_id,Status,Waterfall,Access,Country  Rating,Height,State,url,val,Magnitude,Absolute Magnitude,IWC Rating,Global Score,Country Score,State Score,Location,Appx. Elevation,Total Height,Tallest Drop,Num of Drops,Avg. Width,Max. Width,Pitch,Run,Form,Watershed,Stream,Avg.  High  Volume,Avg. Low Volume,Source,Flow Consistency,Best Flow,Avg.  Estm.  Volume,Province Score
2,.Confirmed-row,Tanalian Falls,,,,Alaska,https://www.worldwaterfalldatabase.com/waterfall/Tanalian-Falls-12463,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"60.18370, -154.26841",440 feet (asl),,,,,,,,Steep Tiered Cascades,,Tanalian River,,,,,,NA,NA
3,.Confirmed-row,Tangerine Falls,,,100 feet / 30 meters,California,https://www.worldwaterfalldatabase.com/waterfall/Tangerine-Falls-6993,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"34.47006, -119.65882",1691 feet (asl),30 meters,,,,,,,,,Cold Spring Creek,,,,,,NA,NA
4,.Confirmed-row,Tank Hollow Falls,,,35 feet / 11 meters,Virginia,https://www.worldwaterfalldatabase.com/waterfall/Tank-Hollow-Falls-17024,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.9399, -82.1544",,11 meters,,2,,,,,,,,,,,,,NA,NA
5,.Confirmed-row,Tanners Falls,,,20 feet / 6 meters,Pennsylvania,https://www.worldwaterfalldatabase.com/waterfall/Tanners-Falls-18749,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"41.663, -75.2979",,6 meters,6 meters,1,,,,,,,Dyberry Creek,,,,,,NA,NA
6,.Confirmed-row,Tannery Falls,,,,New York,https://www.worldwaterfalldatabase.com/waterfall/Tannery-Falls-9439,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"42.03974, -74.1203",,,,,,,,,,,Tannery Brook,,,,,,NA,NA
7,.Confirmed-row,Tannery Falls,,,,New Hampshire,https://www.worldwaterfalldatabase.com/waterfall/Tannery-Falls-13038,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"43.803, -72.1387",,,,1,,,,,,,Grant Brook,,,,,,NA,NA
8,.Confirmed-row,Tannery Falls,,,40 feet / 12 meters,Michigan,https://www.worldwaterfalldatabase.com/waterfall/Tannery-Falls-13308,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"46.4158, -86.6269",,12 meters,12 meters,1,,,,,,,Tannery Creek,,,,,,NA,NA
9,.Confirmed-row,Tanque Verde Falls,,,,Arizona,https://www.worldwaterfalldatabase.com/waterfall/Tanque-Verde-Falls-14258,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"32.2543, -110.6564",,,,,,,,,,,Tanque Verde Creek,,,,,,NA,NA
10,.Confirmed-row,Tanyard Creek Falls,,,,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Tanyard-Creek-Falls-16733,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.4681, -94.258",,,,,,,,,,,Tanyard Creek,,,,,,NA,NA
11,.Confirmed-row,Tapeats Falls,,,,Arizona,https://www.worldwaterfalldatabase.com/waterfall/Tapeats-Falls-14257,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.3774, -112.4647",,,,,,,,,,,Tapeats Creek,,,,,,NA,NA
12,.Confirmed-row,Tappen Falls,,,,Idaho,https://www.worldwaterfalldatabase.com/waterfall/Tappen-Falls-3501,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.8786, -114.75203",3871 feet (asl),,,,,,,,,Salmon River,Middle Fork Salmon River,,,,,,NA,NA
13,.Confirmed-row,Tapto Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Tapto-Falls-22193,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.87938, -121.37047",5379 feet (asl),,,,,,,,,,Brush Creek,,,,,,NA,NA
14,.Confirmed-row,Tarpin Lick Branch Falls,,,,Kentucky,https://www.worldwaterfalldatabase.com/waterfall/Tarpin-Lick-Branch-Falls-29336,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"37.5079, -83.9243",,,,1,,,,,Horsetail,,Tarpin Lick Branch,,,,,,NA,NA
15,.Confirmed-row,Tartia Falls,,,20 feet / 6 meters,Connecticut,https://www.worldwaterfalldatabase.com/waterfall/Tartia-Falls-10656,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"41.5394, -72.4763",,6 meters,,,,,,,,,Safstrom Brook,,,,,,NA,NA
16,.Confirmed-row,Tassel Spring Falls,,,44 feet / 13 meters,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Tassel-Spring-Falls-16734,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.0753, -92.3681",,13 meters,13 meters,1,,,,,,,Tassel Spring,,,,,,NA,NA
17,.Confirmed-row,Tatasum Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Tatasum-Falls-9659,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.82283, -121.67453",4088 feet (asl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,.Confirmed-row,Tawny Falls,,,17 feet / 5 meters,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Tawny-Falls-12170,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.34884, -110.80578",7862 feet (asl),5 meters,,,,,,,,,Fall Creek,,,,,,NA,NA
1,.Confirmed-row,Taylor Creek Falls,,,80 feet / 24 meters,North Carolina,https://www.worldwaterfalldatabase.com/waterfall/Taylor-Creek-Falls-16097,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.5127, -82.1813",,24 meters,9 meters,,,,,,,,Taylor Creek,,,,,,NA,NA
2,.Confirmed-row,Taywa Creek Falls,,,,North Carolina,https://www.worldwaterfalldatabase.com/waterfall/Taywa-Creek-Falls-16099,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.6012, -83.3278",,,,,,,,,,,Taywa Creek,,,,,,NA,NA
3,.Confirmed-row,Tea Kettle Falls,,,46 feet / 14 meters,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Tea-Kettle-Falls-16735,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.2663, -93.7149",,14 meters,14 meters,1,,,,,,,Kettle Hollow Creek,,,,,,NA,NA
4,.Confirmed-row,Tea Table Falls,,,72 feet / 22 meters,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Tea-Table-Falls-16736,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.8164, -93.2793",,22 meters,16 meters,2,,,,,,,,,,,,,NA,NA
5,.Confirmed-row,Teacups Falls,,,120 feet / 37 meters,North Carolina,https://www.worldwaterfalldatabase.com/waterfall/Teacups-Falls-30117,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.925, -81.8473",,37 meters,,,,,,,,,Steels Creek,,,,,,NA,NA
6,.Confirmed-row,Teal Creek Falls,,,,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Teal-Creek-Falls-3819,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.83913, -123.4894",1415 feet (asl),,,,,,,,,Willamette River,Teal Creek,,,,,,NA,NA
7,.Confirmed-row,Teardrop Falls,,,,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Teardrop-Falls-16737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,.Confirmed-row,Tecumseh Falls,,,10 feet / 3 meters,West Virginia,https://www.worldwaterfalldatabase.com/waterfall/Tecumseh-Falls-30072,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,3 meters,3 meters,1,,,,,Plunge,,,,,,,,NA,NA
9,.Confirmed-row,Tellico River Falls,,,45 feet / 14 meters,North Carolina,https://www.worldwaterfalldatabase.com/waterfall/Tellico-River-Falls-16100,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.2601, -84.0484",,14 meters,,2,,,,,,,Tellico River,,,,,,NA,NA
10,.Confirmed-row,Tempe Cascade,,,110 feet / 34 meters,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Tempe-Cascade-12171,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.30543, -110.86858",8037 feet (asl),34 meters,9 meters,5,,,,,,,Littles Fork Bechler River,,,,,,NA,NA
11,.Confirmed-row,Tempest Falls,,,150 feet / 46 meters,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Tempest-Falls-12172,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.91985, -110.14036",7705 feet (asl),46 meters,,,,,,,,,,,,,,,NA,NA
12,.Confirmed-row,Tempesta Falls,,,76 feet / 23 meters,Georgia,https://www.worldwaterfalldatabase.com/waterfall/Tempesta-Falls-20363,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"34.7392, -83.3929",,23 meters,23 meters,1,,,,,Horsetail,,Tallulah River,,,,,,NA,NA
0,.Confirmed-row,Ten Foot Falls,,,10 feet / 3 meters,Michigan,https://www.worldwaterfalldatabase.com/waterfall/Ten-Foot-Falls-13309,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"47.3976, -88.2845",,3 meters,3 meters,1,,,,,,,Eagle River,,,,,,NA,NA
1,.Confirmed-row,Ten Lakes Falls,,,,California,https://www.worldwaterfalldatabase.com/waterfall/Ten-Lakes-Falls-9608,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"37.92387, -119.52696",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,.Confirmed-row,Ten Tier Falls,,,,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Ten-Tier-Falls-16738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,.Confirmed-row,Tenaja Falls,,,150 feet / 46 meters,California,https://www.worldwaterfalldatabase.com/waterfall/Tenaja-Falls-7194,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"33.55608, -117.39795",1562 feet (asl),46 meters,,5,,,,,,,,,,,,,NA,NA
4,.Confirmed-row,Tenant Creek Falls,,,110 feet / 34 meters,New York,https://www.worldwaterfalldatabase.com/waterfall/Tenant-Creek-Falls-9306,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"43.3497, -74.1758",,34 meters,15 meters,,,,,,,,Tenant Creek,,,,,,NA,NA
5,.Confirmed-row,Tenaya Cascade,,,150 feet / 46 meters,California,https://www.worldwaterfalldatabase.com/waterfall/Tenaya-Cascade-467,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"37.78574, -119.49584",,46 meters,46 meters,1,,,,,,,Tenaya Creek,,,Lake,,,NA,NA
6,.Confirmed-row,Tendoy Falls,,,33 feet / 10 meters,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Tendoy-Falls-12173,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.28412, -110.87857",7466 feet (asl),10 meters,,,,,,,,,Ferris Fork Bechler River,,,,,,NA,NA
7,.Confirmed-row,Tenmile Creek Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Tenmile-Creek-Falls-3572,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.20123, -120.75764",3447 feet (asl),,,,,,,,,Chelan River,Tenmile Creek,,,,,,NA,NA
8,.Confirmed-row,Tenmile Creek Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Tenmile-Creek-Falls-27775,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,1510 feet (asl),,,,,,,,,,Tenmile Creek,,,,,,NA,NA
9,.Confirmed-row,Tennyson Falls,,,,Wisconsin,https://www.worldwaterfalldatabase.com/waterfall/Tennyson-Falls-28386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,.Confirmed-row,Tenskwatawa Falls,,,,West Virginia,https://www.worldwaterfalldatabase.com/waterfall/Tenskwatawa-Falls-30073,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,.Confirmed-row,Terrace Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Terrace-Falls-9926,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.15406, -122.06202",338 feet (asl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,.Confirmed-row,Terrace Falls,,,,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Terrace-Falls-18342,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.2389, -85.212",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,.Confirmed-row,Terraced Falls,,,140 feet / 43 meters,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Terraced-Falls-12176,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.14727, -110.86495",6895 feet (asl),43 meters,15 meters,6,,,,,,,Falls River,,,,,,NA,NA
14,.Confirmed-row,Terror Creek Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Terror-Creek-Falls-2810,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.74761, -121.28717",3380 feet (asl),,,,,,,,,Skagit River,Terror Creek,,,Glacier,,,NA,NA
15,.Confirmed-row,Terwilliger Falls,,,,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Terwilliger-Falls-16739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,.Confirmed-row,Thalahaha Falls,,,,California,https://www.worldwaterfalldatabase.com/waterfall/Thalahaha-Falls-6955,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"34.2084, -118.11549",2382 feet (asl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,.Confirmed-row,Thatcher Brook Falls,,,,Vermont,https://www.worldwaterfalldatabase.com/waterfall/Thatcher-Brook-Falls-11598,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.3426, -72.7484",,,,,,,,,,,Thatcher Brook,,,,,,NA,NA
2,.Confirmed-row,Thayer Brook Cascades,,,6 feet / 2 meters,Connecticut,https://www.worldwaterfalldatabase.com/waterfall/Thayer-Brook-Cascades-10657,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"41.7199, -73.4981",,2 meters,,,,,,,,,Thayer Brook,,,,,,NA,NA
3,.Confirmed-row,The Falls,,,,Oregon,https://www.worldwaterfalldatabase.com/waterfall/The-Falls-3977,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"45.32361, -122.3",463 feet (asl),,,,,,,,,Clackamas River,Eagle Creek,,,,,,NA,NA
4,.Confirmed-row,The Falls,,,,Texas,https://www.worldwaterfalldatabase.com/waterfall/The-Falls-16318,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"30.4084, -99.3065",,,,1,,,,,,,Falls Prong,,,,,,NA,NA
5,.Confirmed-row,The Spout,,,20 feet / 6 meters,Washington,https://www.worldwaterfalldatabase.com/waterfall/The-Spout-3082,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"47.71644, -121.18552",1903 feet (asl),6 meters,,,,,,,Plunge,Skykomish River,Tye River,,,Lake,,,NA,NA
6,.Confirmed-row,Thermal Falls,,,35 feet / 11 meters,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Thermal-Falls-12177,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.62371, -110.26622",8227 feet (asl),11 meters,,,,,,,,,,,,,,,NA,NA
7,.Confirmed-row,Third Creek Falls,,,,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Third-Creek-Falls-18875,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"43.80998, -122.39828",2206 feet (asl),,,,,,,,,,Third Creek,,,,,,NA,NA
8,.Confirmed-row,Third Trestle Falls,,,,Wisconsin,https://www.worldwaterfalldatabase.com/waterfall/Third-Trestle-Falls-28387,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,,,,,,,,,,Bad River,,,,,,NA,NA
9,.Confirmed-row,Thirteen Falls,,,,New Hampshire,https://www.worldwaterfalldatabase.com/waterfall/Thirteen-Falls-13040,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.1645, -71.5956",,,,,,,,,,,Franconia Brook,,,,,,NA,NA
10,.Confirmed-row,Thirteen Hollow Falls,,,26 feet / 8 meters,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Thirteen-Hollow-Falls-18343,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.3779, -84.1766",,8 meters,8 meters,1,,,,,Plunge,,,,,,,,NA,NA
11,.Confirmed-row,Thirtyfoot Falls,,,30 feet / 9 meters,Ohio,https://www.worldwaterfalldatabase.com/waterfall/Thirtyfoot-Falls-28798,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,9 meters,9 meters,1,,,,,,,,,,,,,NA,NA
12,.Confirmed-row,Thirtyfoot Falls,,,30 feet / 9 meters,Maine,https://www.worldwaterfalldatabase.com/waterfall/Thirtyfoot-Falls-30546,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,9 meters,,,,,,,,,Second Currier Brook,,,,,,NA,NA
13,.Confirmed-row,Thirtymile Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Thirtymile-Falls-19056,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.80968, -120.01539",3814 feet (asl),,,,,,,,,,Thirtymile Creek,,,,,,NA,NA
14,.Confirmed-row,Thirtynine Mile Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Thirtynine-Mile-Falls-27758,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,2190 feet (asl),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,.Confirmed-row,Thistle Falls,,,15 feet / 5 meters,Wyoming,https://www.worldwaterfalldatabase.com/waterfall/Thistle-Falls-12178,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.54742, -110.20611",8587 feet (asl),5 meters,,,,,,,,,Sedge Creek,,,,,,NA,NA
16,.Confirmed-row,Thistlethwaite Falls,,,15 feet / 5 meters,Indiana,https://www.worldwaterfalldatabase.com/waterfall/Thistlethwaite-Falls-30696,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,5 meters,5 meters,1,,,,,,,,,,,,,NA,NA
17,.Confirmed-row,Thomas Creek Falls,,,,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Thomas-Creek-Falls-3872,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.68333, -122.48493",1274 feet (asl),,,,,,,,,Santiam River,Thomas Creek,,,,,,NA,NA
18,.Confirmed-row,Thomas Creek Falls,,,,Georgia,https://www.worldwaterfalldatabase.com/waterfall/Thomas-Creek-Falls-20364,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"34.9499, -83.3427",,,,1,,,,,Horsetail,,Thomas Creek,,,,,,NA,NA
19,.Confirmed-row,Thomas Falls,,,,North Carolina,https://www.worldwaterfalldatabase.com/waterfall/Thomas-Falls-16102,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.0231, -83.56",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,.Confirmed-row,Thompson Brook Falls,,,,Maine,https://www.worldwaterfalldatabase.com/waterfall/Thompson-Brook-Falls-30547,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,,14 meters,,,,,,,,Thompson Brook,,,,,,NA,NA
21,.Confirmed-row,Thompson Creek Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Thompson-Creek-Falls-9694,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"48.88363, -121.87567",2759 feet (asl),,,,,,,,,,Thompson Creek,,,,,,NA,NA
22,.Confirmed-row,Thompson Creek Falls,,,10 feet / 3 meters,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Thompson-Creek-Falls-18344,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.574, -84.7783",,3 meters,,,,,,,,,Thompson Creek,,,,,,NA,NA
0,.Confirmed-row,Thompson Falls,,,,New Hampshire,https://www.worldwaterfalldatabase.com/waterfall/Thompson-Falls-13041,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.03967, -71.17378",,,,1,,,,,,,Moat Brook,,,,,,NA,NA
1,.Confirmed-row,Thompson Falls,,,250 feet / 76 meters,North Carolina,https://www.worldwaterfalldatabase.com/waterfall/Thompson-Falls-16103,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.046, -82.9824",,76 meters,38 meters,2,,,,,,,Thompson River,,,,,,NA,NA
2,.Confirmed-row,Thompson Ledges Falls,,,,Ohio,https://www.worldwaterfalldatabase.com/waterfall/Thompson-Ledges-Falls-28799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,.Confirmed-row,Thompsons Falls,,,45 feet / 14 meters,Maine,https://www.worldwaterfalldatabase.com/waterfall/Thompsons-Falls-30548,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,14 meters,,,,,,,,,Little River,,,,,,NA,NA
4,.Confirmed-row,Thoreau Falls,,,150 feet / 46 meters,New Hampshire,https://www.worldwaterfalldatabase.com/waterfall/Thoreau-Falls-13043,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"44.1692, -71.4721",,46 meters,,,,,,,,,North Fork,,,,,,NA,NA
5,.Confirmed-row,Thorn Brook Falls,,,,Maine,https://www.worldwaterfalldatabase.com/waterfall/Thorn-Brook-Falls-30549,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,,,1,,,,,,,Thorn Brook,,,,,,NA,NA
6,.Confirmed-row,Thornburg Ridge Falls,,,,Tennessee,https://www.worldwaterfalldatabase.com/waterfall/Thornburg-Ridge-Falls-18345,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.1302, -84.5936",,,8 meters,3,,,,,,,,,,,,,NA,NA
7,.Confirmed-row,Thorps Creek Falls,,,15 feet / 5 meters,North Carolina,https://www.worldwaterfalldatabase.com/waterfall/Thorps-Creek-Falls-16104,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.9974, -81.7588",,5 meters,,2,,,,,,,Thorps Creek,,,,,,NA,NA
8,.Confirmed-row,Thousand Kisses Falls,,,48 feet / 15 meters,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Thousand-Kisses-Falls-16740,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"35.8925, -93.4507",,15 meters,15 meters,1,,,,,,,,,,,,,NA,NA
9,.Confirmed-row,Three Falls,,,,Pennsylvania,https://www.worldwaterfalldatabase.com/waterfall/Three-Falls-18751,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"41.2713, -78.0064",,,,1,,,,,Horsetail,,Round Island Run,,,,,,NA,NA
10,.Confirmed-row,Three Foot Falls,,,6 feet / 2 meters,Wisconsin,https://www.worldwaterfalldatabase.com/waterfall/Three-Foot-Falls-28388,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,,2 meters,2 meters,1,,,,,,,Thunder River,,,,,,NA,NA
11,.Confirmed-row,Three Forks Falls,,,,Georgia,https://www.worldwaterfalldatabase.com/waterfall/Three-Forks-Falls-26937,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"34.9684, -83.2135",,,,,,,,,,,Big Creek,,,,,,NA,NA
12,.Confirmed-row,Three Lynx Falls,,,90 feet / 27 meters,Oregon,https://www.worldwaterfalldatabase.com/waterfall/Three-Lynx-Falls-9728,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,Unavailable,1652 feet (asl),27 meters,,,,,,,,,Three Lynx Creek,,,,,,NA,NA
13,.Confirmed-row,Three Sisters Falls,,,120 feet / 37 meters,California,https://www.worldwaterfalldatabase.com/waterfall/Three-Sisters-Falls-6432,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"32.97094, -116.68861",2154 feet (asl),37 meters,,,,,,,,,Boulder Creek,,,,,,NA,NA
14,.Confirmed-row,Three Springs Cascade,,,14 feet / 4 meters,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Three-Springs-Cascade-16741,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.0832, -92.3469",,4 meters,4 meters,1,,,,,,,,,,,,,NA,NA
15,.Confirmed-row,Three Springs Falls,,,45 feet / 14 meters,Arkansas,https://www.worldwaterfalldatabase.com/waterfall/Three-Springs-Falls-16742,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"36.0818, -92.3442",,14 meters,,2,,,,,,,,,,,,,NA,NA
16,.Confirmed-row,Three Swim Falls,,,,Washington,https://www.worldwaterfalldatabase.com/waterfall/Three-Swim-Falls-19084,NA,Unavailable,Unavailable,Unavailable,Not Rated,Not Rated,Not Rated,"45.7305, -121.95083",567 feet (asl),,,,,,,,,,Rock Creek,,,,,,NA,NA
